Codigo;Municipio;Dengue 2018;Dengue 2019;Total
110001;Alta Floresta D'Oeste;2;232;234
110037;Alto Alegre dos Parecis;2;37;39
110040;Alto Paraíso;6;4;10
110034;Alvorada D'Oeste;-;-;-
110002;Ariquemes;7;28;35
110045;Buritis;107;97;204
110003;Cabixi;4;91;95
110060;Cacaulândia;-;-;-
110004;Cacoal;34;34;68
110070;Campo Novo de Rondônia;4;12;16
110080;Candeias do Jamari;6;7;13
110090;Castanheiras;-;3;3
110005;Cerejeiras;10;14;24
110092;Chupinguaia;-;-;-
110006;Colorado do Oeste;16;10;26
110007;Corumbiara;-;6;6
110008;Costa Marques;-;2;2
110094;Cujubim;1;7;8
110009;Espigão D'Oeste;40;14;54
110100;Governador Jorge Teixeira;1;-;1
110010;Guajará-Mirim;47;8;55
110110;Itapuã do Oeste;1;4;5
110011;Jaru;1;10;11
110012;Ji-Paraná;28;14;42
110013;Machadinho D'Oeste;6;2;8
110120;Ministro Andreazza;-;1;1
110130;Mirante da Serra;-;-;-
110140;Monte Negro;4;13;17
110014;Nova Brasilândia D'Oeste;4;21;25
110033;Nova Mamoré;2;29;31
110143;Nova União;1;1;2
110050;Novo Horizonte do Oeste;-;1;1
110015;Ouro Preto do Oeste;8;13;21
110145;Parecis;3;-;3
110018;Pimenta Bueno;5;11;16
110146;Pimenteiras do Oeste;5;4;9
110020;Porto Velho;123;172;295
110025;Presidente Médici;13;23;36
110147;Primavera de Rondônia;2;2;4
110026;Rio Crespo;3;-;3
110028;Rolim de Moura;10;5;15
110029;Santa Luzia D'Oeste;2;-;2
110148;São Felipe D'Oeste;7;2;9
110149;São Francisco do Guaporé;3;8;11
110032;São Miguel do Guaporé;1;1;2
110150;Seringueiras;6;-;6
110155;Teixeirópolis;-;-;-
110160;Theobroma;-;-;-
110170;Urupá;-;-;-
110175;Vale do Anari;3;2;5
110180;Vale do Paraíso;1;4;5
110030;Vilhena;15;17;32
110000;Município ignorado - RO;-;-;-
120001;Acrelândia;58;8;66
120005;Assis Brasil;4;80;84
120010;Brasiléia;162;347;509
120013;Bujari;8;-;8
120017;Capixaba;16;62;78
120020;Cruzeiro do Sul;1021;2810;3831
120025;Epitaciolândia;40;39;79
120030;Feijó;1216;1;1217
120032;Jordão;-;-;-
120033;Mâncio Lima;605;273;878
120034;Manoel Urbano;184;4;188
120035;Marechal Thaumaturgo;-;9;9
120038;Plácido de Castro;485;117;602
120080;Porto Acre;73;10;83
120039;Porto Walter;3;-;3
120040;Rio Branco;1806;2805;4611
120042;Rodrigues Alves;85;413;498
120043;Santa Rosa do Purus;-;-;-
120050;Sena Madureira;1141;278;1419
120045;Senador Guiomard;23;27;50
120060;Tarauacá;295;1893;2188
120070;Xapuri;155;665;820
120000;Município ignorado - AC;-;-;-
130002;Alvarães;1;3;4
130006;Amaturá;-;-;-
130008;Anamã;-;-;-
130010;Anori;2;-;2
130014;Apuí;-;-;-
130020;Atalaia do Norte;-;11;11
130030;Autazes;-;-;-
130040;Barcelos;1;9;10
130050;Barreirinha;-;-;-
130060;Benjamin Constant;1;396;397
130063;Beruri;-;-;-
130068;Boa Vista do Ramos;1;-;1
130070;Boca do Acre;40;155;195
130080;Borba;8;43;51
130083;Caapiranga;-;-;-
130090;Canutama;-;-;-
130100;Carauari;2;599;601
130110;Careiro;-;-;-
130115;Careiro da Várzea;-;-;-
130120;Coari;15;2;17
130130;Codajás;1;7;8
130140;Eirunepé;-;10;10
130150;Envira;1;-;1
130160;Fonte Boa;-;-;-
130165;Guajará;105;618;723
130170;Humaitá;18;70;88
130180;Ipixuna;-;22;22
130185;Iranduba;-;1;1
130190;Itacoatiara;351;35;386
130195;Itamarati;-;-;-
130200;Itapiranga;1;-;1
130210;Japurá;-;-;-
130220;Juruá;-;-;-
130230;Jutaí;-;-;-
130240;Lábrea;3;1;4
130250;Manacapuru;2;11;13
130255;Manaquiri;-;-;-
130260;Manaus;1297;468;1765
130270;Manicoré;-;-;-
130280;Maraã;-;-;-
130290;Maués;15;4;19
130300;Nhamundá;-;-;-
130310;Nova Olinda do Norte;1;1;2
130320;Novo Airão;-;7;7
130330;Novo Aripuanã;16;14;30
130340;Parintins;7;2;9
130350;Pauini;-;1;1
130353;Presidente Figueiredo;3;48;51
130356;Rio Preto da Eva;3;1;4
130360;Santa Isabel do Rio Negro;-;-;-
130370;Santo Antônio do Içá;-;1;1
130380;São Gabriel da Cachoeira;114;829;943
130390;São Paulo de Olivença;-;5;5
130395;São Sebastião do Uatumã;-;-;-
130400;Silves;-;-;-
130406;Tabatinga;17;382;399
130410;Tapauá;35;15;50
130420;Tefé;274;48;322
130423;Tonantins;-;-;-
130426;Uarini;-;-;-
130430;Urucará;-;2;2
130440;Urucurituba;5;-;5
130000;Município ignorado - AM;-;-;-
140005;Alto Alegre;1;6;7
140002;Amajari;-;6;6
140010;Boa Vista;78;1023;1101
140015;Bonfim;1;46;47
140017;Cantá;-;4;4
140020;Caracaraí;1;196;197
140023;Caroebe;1;208;209
140028;Iracema;-;1;1
140030;Mucajaí;3;46;49
140040;Normandia;3;2;5
140045;Pacaraima;1;3;4
140047;Rorainópolis;20;6;26
140050;São João da Baliza;5;16;21
140060;São Luiz;-;2;2
140070;Uiramutã;-;19;19
140000;Município ignorado - RR;-;-;-
150010;Abaetetuba;35;7;42
150013;Abel Figueiredo;2;6;8
150020;Acará;8;2;10
150030;Afuá;1;5;6
150034;Água Azul do Norte;5;30;35
150040;Alenquer;13;5;18
150050;Almeirim;77;-;77
150060;Altamira;22;53;75
150070;Anajás;-;-;-
150080;Ananindeua;83;59;142
150085;Anapu;5;134;139
150090;Augusto Corrêa;65;4;69
150095;Aurora do Pará;16;1;17
150100;Aveiro;-;-;-
150110;Bagre;-;-;-
150120;Baião;29;1;30
150125;Bannach;3;29;32
150130;Barcarena;24;8;32
150140;Belém;289;192;481
150145;Belterra;17;4;21
150150;Benevides;10;5;15
150157;Bom Jesus do Tocantins;-;-;-
150160;Bonito;4;17;21
150170;Bragança;23;29;52
150172;Brasil Novo;9;73;82
150175;Brejo Grande do Araguaia;16;2;18
150178;Breu Branco;143;5;148
150180;Breves;-;2;2
150190;Bujaru;-;-;-
150200;Cachoeira do Arari;-;-;-
150195;Cachoeira do Piriá;-;-;-
150210;Cametá;4;13;17
150215;Canaã dos Carajás;39;292;331
150220;Capanema;42;58;100
150230;Capitão Poço;39;2;41
150240;Castanhal;120;29;149
150250;Chaves;-;2;2
150260;Colares;-;1;1
150270;Conceição do Araguaia;100;287;387
150275;Concórdia do Pará;4;-;4
150276;Cumaru do Norte;9;8;17
150277;Curionópolis;-;3;3
150280;Curralinho;-;1;1
150285;Curuá;-;-;-
150290;Curuçá;20;4;24
150293;Dom Eliseu;9;35;44
150295;Eldorado do Carajás;-;-;-
150300;Faro;-;-;-
150304;Floresta do Araguaia;83;11;94
150307;Garrafão do Norte;2;-;2
150309;Goianésia do Pará;209;271;480
150310;Gurupá;1;-;1
150320;Igarapé-Açu;5;10;15
150330;Igarapé-Miri;7;10;17
150340;Inhangapi;72;1;73
150345;Ipixuna do Pará;8;5;13
150350;Irituia;10;2;12
150360;Itaituba;30;20;50
150370;Itupiranga;11;25;36
150375;Jacareacanga;-;-;-
150380;Jacundá;3;18;21
150390;Juruti;4;2;6
150400;Limoeiro do Ajuru;3;1;4
150405;Mãe do Rio;147;14;161
150410;Magalhães Barata;3;-;3
150420;Marabá;24;53;77
150430;Maracanã;26;22;48
150440;Marapanim;167;10;177
150442;Marituba;55;24;79
150445;Medicilândia;28;63;91
150450;Melgaço;-;-;-
150460;Mocajuba;2;23;25
150470;Moju;60;36;96
150475;Mojuí dos Campos;7;4;11
150480;Monte Alegre;-;1;1
150490;Muaná;-;-;-
150495;Nova Esperança do Piriá;13;4;17
150497;Nova Ipixuna;8;69;77
150500;Nova Timboteua;83;2;85
150503;Novo Progresso;68;98;166
150506;Novo Repartimento;92;111;203
150510;Óbidos;1;2;3
150520;Oeiras do Pará;-;-;-
150530;Oriximiná;10;8;18
150540;Ourém;-;-;-
150543;Ourilândia do Norte;15;64;79
150548;Pacajá;54;66;120
150549;Palestina do Pará;27;3;30
150550;Paragominas;-;48;48
150553;Parauapebas;261;1621;1882
150555;Pau D'Arco;54;1;55
150560;Peixe-Boi;2;3;5
150563;Piçarra;-;3;3
150565;Placas;-;-;-
150570;Ponta de Pedras;3;1;4
150580;Portel;2;-;2
150590;Porto de Moz;-;-;-
150600;Prainha;1;2;3
150610;Primavera;3;-;3
150611;Quatipuru;23;6;29
150613;Redenção;76;12;88
150616;Rio Maria;5;33;38
150618;Rondon do Pará;60;50;110
150619;Rurópolis;-;82;82
150620;Salinópolis;8;11;19
150630;Salvaterra;-;-;-
150635;Santa Bárbara do Pará;7;17;24
150640;Santa Cruz do Arari;-;-;-
150650;Santa Izabel do Pará;6;3;9
150655;Santa Luzia do Pará;11;17;28
150658;Santa Maria das Barreiras;35;75;110
150660;Santa Maria do Pará;30;3;33
150670;Santana do Araguaia;2;61;63
150680;Santarém;38;28;66
150690;Santarém Novo;14;1;15
150700;Santo Antônio do Tauá;21;4;25
150710;São Caetano de Odivelas;8;5;13
150715;São Domingos do Araguaia;-;10;10
150720;São Domingos do Capim;2;5;7
150730;São Félix do Xingu;66;139;205
150740;São Francisco do Pará;13;2;15
150745;São Geraldo do Araguaia;4;1;5
150746;São João da Ponta;2;-;2
150747;São João de Pirabas;8;6;14
150750;São João do Araguaia;82;122;204
150760;São Miguel do Guamá;8;7;15
150770;São Sebastião da Boa Vista;1;-;1
150775;Sapucaia;-;-;-
150780;Senador José Porfírio;3;235;238
150790;Soure;4;8;12
150795;Tailândia;5;12;17
150796;Terra Alta;22;-;22
150797;Terra Santa;-;-;-
150800;Tomé-Açu;1;38;39
150803;Tracuateua;15;17;32
150805;Trairão;-;-;-
150808;Tucumã;-;14;14
150810;Tucuruí;88;15;103
150812;Ulianópolis;2;1;3
150815;Uruará;-;7;7
150820;Vigia;22;3;25
150830;Viseu;71;-;71
150835;Vitória do Xingu;21;90;111
150840;Xinguara;12;22;34
150000;Município ignorado - PA;-;-;-
160010;Amapá;1;-;1
160020;Calçoene;1;-;1
160021;Cutias;-;-;-
160023;Ferreira Gomes;66;1;67
160025;Itaubal;-;-;-
160027;Laranjal do Jari;155;4;159
160030;Macapá;364;145;509
160040;Mazagão;16;-;16
160050;Oiapoque;2;5;7
160015;Pedra Branca do Amapari;78;4;82
160053;Porto Grande;-;-;-
160055;Pracuúba;-;-;-
160060;Santana;47;13;60
160005;Serra do Navio;11;11;22
160070;Tartarugalzinho;21;1;22
160080;Vitória do Jari;4;-;4
160000;Município ignorado - AP;-;-;-
170025;Abreulândia;1;2;3
170030;Aguiarnópolis;-;16;16
170035;Aliança do Tocantins;-;10;10
170040;Almas;-;7;7
170070;Alvorada;9;22;31
170100;Ananás;23;24;47
170105;Angico;-;-;-
170110;Aparecida do Rio Negro;1;5;6
170130;Aragominas;-;24;24
170190;Araguacema;-;4;4
170200;Araguaçu;21;78;99
170210;Araguaína;449;1839;2288
170215;Araguanã;10;7;17
170220;Araguatins;30;50;80
170230;Arapoema;4;32;36
170240;Arraias;19;430;449
170255;Augustinópolis;5;22;27
170270;Aurora do Tocantins;-;1;1
170290;Axixá do Tocantins;2;-;2
170300;Babaçulândia;-;45;45
170305;Bandeirantes do Tocantins;1;3;4
170307;Barra do Ouro;-;-;-
170310;Barrolândia;4;43;47
170320;Bernardo Sayão;6;3;9
170330;Bom Jesus do Tocantins;1;19;20
170360;Brasilândia do Tocantins;-;1;1
170370;Brejinho de Nazaré;3;17;20
170380;Buriti do Tocantins;2;-;2
170382;Cachoeirinha;-;-;-
170384;Campos Lindos;18;29;47
170386;Cariri do Tocantins;44;5;49
170388;Carmolândia;-;2;2
170389;Carrasco Bonito;1;1;2
170390;Caseara;1;-;1
170410;Centenário;-;6;6
170510;Chapada da Natividade;9;4;13
170460;Chapada de Areia;-;-;-
170550;Colinas do Tocantins;11;30;41
171670;Colméia;10;18;28
170555;Combinado;25;19;44
170560;Conceição do Tocantins;-;26;26
170600;Couto Magalhães;3;7;10
170610;Cristalândia;-;5;5
170625;Crixás do Tocantins;-;-;-
170650;Darcinópolis;-;1;1
170700;Dianópolis;52;235;287
170710;Divinópolis do Tocantins;14;44;58
170720;Dois Irmãos do Tocantins;2;16;18
170730;Dueré;-;10;10
170740;Esperantina;11;3;14
170755;Fátima;-;5;5
170765;Figueirópolis;7;29;36
170770;Filadélfia;3;7;10
170820;Formoso do Araguaia;31;419;450
170825;Fortaleza do Tabocão;-;7;7
170830;Goianorte;1;5;6
170900;Goiatins;1;6;7
170930;Guaraí;18;121;139
170950;Gurupi;44;297;341
170980;Ipueiras;-;4;4
171050;Itacajá;55;9;64
171070;Itaguatins;3;8;11
171090;Itapiratins;1;3;4
171110;Itaporã do Tocantins;1;14;15
171150;Jaú do Tocantins;2;21;23
171180;Juarina;-;-;-
171190;Lagoa da Confusão;1;284;285
171195;Lagoa do Tocantins;-;5;5
171200;Lajeado;-;7;7
171215;Lavandeira;3;4;7
171240;Lizarda;-;9;9
171245;Luzinópolis;4;6;10
171250;Marianópolis do Tocantins;8;19;27
171270;Mateiros;-;2;2
171280;Maurilândia do Tocantins;1;18;19
171320;Miracema do Tocantins;25;139;164
171330;Miranorte;3;12;15
171360;Monte do Carmo;12;88;100
171370;Monte Santo do Tocantins;-;1;1
171395;Muricilândia;4;12;16
171420;Natividade;150;53;203
171430;Nazaré;4;3;7
171488;Nova Olinda;8;16;24
171500;Nova Rosalândia;1;9;10
171510;Novo Acordo;3;1;4
171515;Novo Alegre;-;2;2
171525;Novo Jardim;-;5;5
171550;Oliveira de Fátima;7;23;30
172100;Palmas;1411;5637;7048
171570;Palmeirante;1;2;3
171380;Palmeiras do Tocantins;1;1;2
171575;Palmeirópolis;11;38;49
171610;Paraíso do Tocantins;57;619;676
171620;Paranã;6;80;86
171630;Pau D'Arco;-;-;-
171650;Pedro Afonso;2;57;59
171660;Peixe;1;172;173
171665;Pequizeiro;7;17;24
171700;Pindorama do Tocantins;45;13;58
171720;Piraquê;-;-;-
171750;Pium;4;3;7
171780;Ponte Alta do Bom Jesus;4;60;64
171790;Ponte Alta do Tocantins;2;39;41
171800;Porto Alegre do Tocantins;6;19;25
171820;Porto Nacional;214;1219;1433
171830;Praia Norte;9;45;54
171840;Presidente Kennedy;1;2;3
171845;Pugmil;1;8;9
171850;Recursolândia;-;8;8
171855;Riachinho;-;12;12
171865;Rio da Conceição;-;2;2
171870;Rio dos Bois;7;4;11
171875;Rio Sono;1;11;12
171880;Sampaio;2;6;8
171884;Sandolândia;-;27;27
171886;Santa Fé do Araguaia;2;14;16
171888;Santa Maria do Tocantins;3;-;3
171889;Santa Rita do Tocantins;-;6;6
171890;Santa Rosa do Tocantins;6;21;27
171900;Santa Tereza do Tocantins;-;16;16
172000;Santa Terezinha do Tocantins;7;-;7
172010;São Bento do Tocantins;-;16;16
172015;São Félix do Tocantins;-;3;3
172020;São Miguel do Tocantins;-;21;21
172025;São Salvador do Tocantins;2;1;3
172030;São Sebastião do Tocantins;2;8;10
172049;São Valério;1;63;64
172065;Silvanópolis;4;47;51
172080;Sítio Novo do Tocantins;2;4;6
172085;Sucupira;-;6;6
172090;Taguatinga;12;19;31
172093;Taipas do Tocantins;-;84;84
172097;Talismã;35;40;75
172110;Tocantínia;3;34;37
172120;Tocantinópolis;27;139;166
172125;Tupirama;-;26;26
172130;Tupiratins;-;3;3
172208;Wanderlândia;2;3;5
172210;Xambioá;1;13;14
170000;Município ignorado - TO;-;-;-
210005;Açailândia;-;1;1
210010;Afonso Cunha;-;-;-
210015;Água Doce do Maranhão;-;-;-
210020;Alcântara;-;-;-
210030;Aldeias Altas;11;9;20
210040;Altamira do Maranhão;-;-;-
210043;Alto Alegre do Maranhão;-;54;54
210047;Alto Alegre do Pindaré;34;6;40
210050;Alto Parnaíba;28;8;36
210055;Amapá do Maranhão;-;-;-
210060;Amarante do Maranhão;2;49;51
210070;Anajatuba;1;-;1
210080;Anapurus;60;64;124
210083;Apicum-Açu;2;-;2
210087;Araguanã;-;-;-
210090;Araioses;-;4;4
210095;Arame;13;4;17
210100;Arari;-;1;1
210110;Axixá;-;2;2
210120;Bacabal;1;5;6
210125;Bacabeira;3;23;26
210130;Bacuri;1;-;1
210135;Bacurituba;-;-;-
210140;Balsas;16;223;239
210150;Barão de Grajaú;-;14;14
210160;Barra do Corda;383;525;908
210170;Barreirinhas;1;-;1
210177;Bela Vista do Maranhão;-;-;-
210173;Belágua;-;-;-
210180;Benedito Leite;1;9;10
210190;Bequimão;1;-;1
210193;Bernardo do Mearim;-;-;-
210197;Boa Vista do Gurupi;-;-;-
210200;Bom Jardim;5;2;7
210203;Bom Jesus das Selvas;-;-;-
210207;Bom Lugar;-;-;-
210210;Brejo;-;-;-
210215;Brejo de Areia;-;-;-
210220;Buriti;1;5;6
210230;Buriti Bravo;2;-;2
210232;Buriticupu;4;-;4
210235;Buritirana;2;3;5
210237;Cachoeira Grande;-;-;-
210240;Cajapió;-;-;-
210250;Cajari;-;-;-
210255;Campestre do Maranhão;8;135;143
210260;Cândido Mendes;-;-;-
210270;Cantanhede;-;1;1
210275;Capinzal do Norte;1;14;15
210280;Carolina;14;11;25
210290;Carutapera;-;15;15
210300;Caxias;181;183;364
210310;Cedral;-;-;-
210312;Central do Maranhão;-;-;-
210315;Centro do Guilherme;-;-;-
210317;Centro Novo do Maranhão;-;1;1
210320;Chapadinha;26;22;48
210325;Cidelândia;2;23;25
210330;Codó;-;7;7
210340;Coelho Neto;-;4;4
210350;Colinas;-;157;157
210355;Conceição do Lago-Açu;-;-;-
210360;Coroatá;9;4;13
210370;Cururupu;1;3;4
210375;Davinópolis;-;-;-
210380;Dom Pedro;-;32;32
210390;Duque Bacelar;1;10;11
210400;Esperantinópolis;2;3;5
210405;Estreito;10;31;41
210407;Feira Nova do Maranhão;1;160;161
210408;Fernando Falcão;1;1;2
210409;Formosa da Serra Negra;3;135;138
210410;Fortaleza dos Nogueiras;8;22;30
210420;Fortuna;1;43;44
210430;Godofredo Viana;-;1;1
210440;Gonçalves Dias;-;8;8
210450;Governador Archer;2;-;2
210455;Governador Edison Lobão;33;100;133
210460;Governador Eugênio Barros;-;-;-
210462;Governador Luiz Rocha;5;1;6
210465;Governador Newton Bello;4;3;7
210467;Governador Nunes Freire;9;-;9
210470;Graça Aranha;-;-;-
210480;Grajaú;3;6;9
210490;Guimarães;-;-;-
210500;Humberto de Campos;6;4;10
210510;Icatu;-;-;-
210515;Igarapé do Meio;2;3;5
210520;Igarapé Grande;3;56;59
210530;Imperatriz;45;165;210
210535;Itaipava do Grajaú;-;4;4
210540;Itapecuru Mirim;30;56;86
210542;Itinga do Maranhão;5;18;23
210545;Jatobá;-;3;3
210547;Jenipapo dos Vieiras;-;17;17
210550;João Lisboa;-;6;6
210560;Joselândia;-;8;8
210565;Junco do Maranhão;-;-;-
210570;Lago da Pedra;2;13;15
210580;Lago do Junco;-;13;13
210594;Lago dos Rodrigues;-;-;-
210590;Lago Verde;-;-;-
210592;Lagoa do Mato;-;-;-
210596;Lagoa Grande do Maranhão;15;43;58
210598;Lajeado Novo;1;6;7
210600;Lima Campos;-;2;2
210610;Loreto;-;-;-
210620;Luís Domingues;-;-;-
210630;Magalhães de Almeida;-;3;3
210632;Maracaçumé;84;21;105
210635;Marajá do Sena;-;-;-
210637;Maranhãozinho;-;-;-
210640;Mata Roma;-;16;16
210650;Matinha;-;-;-
210660;Matões;1;26;27
210663;Matões do Norte;-;-;-
210667;Milagres do Maranhão;-;-;-
210670;Mirador;-;-;-
210675;Miranda do Norte;19;-;19
210680;Mirinzal;-;-;-
210690;Monção;-;1;1
210700;Montes Altos;5;21;26
210710;Morros;-;-;-
210720;Nina Rodrigues;10;-;10
210725;Nova Colinas;1;8;9
210730;Nova Iorque;5;3;8
210735;Nova Olinda do Maranhão;-;-;-
210740;Olho d'Água das Cunhãs;-;34;34
210745;Olinda Nova do Maranhão;-;-;-
210750;Paço do Lumiar;3;18;21
210760;Palmeirândia;-;-;-
210770;Paraibano;3;61;64
210780;Parnarama;-;-;-
210790;Passagem Franca;-;1;1
210800;Pastos Bons;-;1;1
210805;Paulino Neves;-;3;3
210810;Paulo Ramos;1;7;8
210820;Pedreiras;6;4;10
210825;Pedro do Rosário;-;1;1
210830;Penalva;-;-;-
210840;Peri Mirim;-;-;-
210845;Peritoró;-;14;14
210850;Pindaré-Mirim;-;1;1
210860;Pinheiro;4;10;14
210870;Pio XII;2;11;13
210880;Pirapemas;2;2;4
210890;Poção de Pedras;1;46;47
210900;Porto Franco;4;7;11
210905;Porto Rico do Maranhão;-;-;-
210910;Presidente Dutra;2;77;79
210920;Presidente Juscelino;-;-;-
210923;Presidente Médici;-;-;-
210927;Presidente Sarney;86;97;183
210930;Presidente Vargas;1;-;1
210940;Primeira Cruz;-;-;-
210945;Raposa;-;-;-
210950;Riachão;8;9;17
210955;Ribamar Fiquene;-;1;1
210960;Rosário;1;-;1
210970;Sambaíba;-;1;1
210975;Santa Filomena do Maranhão;-;38;38
210980;Santa Helena;4;7;11
210990;Santa Inês;16;35;51
211000;Santa Luzia;4;2;6
211003;Santa Luzia do Paruá;1;66;67
211010;Santa Quitéria do Maranhão;-;-;-
211020;Santa Rita;6;-;6
211023;Santana do Maranhão;-;-;-
211027;Santo Amaro do Maranhão;-;-;-
211030;Santo Antônio dos Lopes;-;-;-
211040;São Benedito do Rio Preto;-;2;2
211050;São Bento;-;-;-
211060;São Bernardo;-;1;1
211065;São Domingos do Azeitão;-;-;-
211070;São Domingos do Maranhão;-;14;14
211080;São Félix de Balsas;1;-;1
211085;São Francisco do Brejão;4;11;15
211090;São Francisco do Maranhão;3;75;78
211100;São João Batista;-;-;-
211102;São João do Carú;-;-;-
211105;São João do Paraíso;3;44;47
211107;São João do Soter;2;-;2
211110;São João dos Patos;-;24;24
211120;São José de Ribamar;5;17;22
211125;São José dos Basílios;-;59;59
211130;São Luís;752;1360;2112
211140;São Luís Gonzaga do Maranhão;9;15;24
211150;São Mateus do Maranhão;-;34;34
211153;São Pedro da Água Branca;-;43;43
211157;São Pedro dos Crentes;9;360;369
211160;São Raimundo das Mangabeiras;2;22;24
211163;São Raimundo do Doca Bezerra;-;1;1
211167;São Roberto;1;7;8
211170;São Vicente Ferrer;-;-;-
211172;Satubinha;-;4;4
211174;Senador Alexandre Costa;2;-;2
211176;Senador La Rocque;4;20;24
211178;Serrano do Maranhão;-;-;-
211180;Sítio Novo;8;76;84
211190;Sucupira do Norte;-;-;-
211195;Sucupira do Riachão;-;4;4
211200;Tasso Fragoso;4;3;7
211210;Timbiras;-;-;-
211220;Timon;4;9;13
211223;Trizidela do Vale;5;-;5
211227;Tufilândia;-;1;1
211230;Tuntum;1;54;55
211240;Turiaçu;-;-;-
211245;Turilândia;10;25;35
211250;Tutóia;5;6;11
211260;Urbano Santos;-;13;13
211270;Vargem Grande;3;2;5
211280;Viana;2;8;10
211285;Vila Nova dos Martírios;3;10;13
211290;Vitória do Mearim;-;-;-
211300;Vitorino Freire;1;2;3
211400;Zé Doca;2;27;29
210000;Município ignorado - MA;-;-;-
220005;Acauã;-;8;8
220010;Agricolândia;1;1;2
220020;Água Branca;-;8;8
220025;Alagoinha do Piauí;5;10;15
220027;Alegrete do Piauí;-;5;5
220030;Alto Longá;28;22;50
220040;Altos;3;8;11
220045;Alvorada do Gurguéia;-;52;52
220050;Amarante;22;-;22
220060;Angical do Piauí;2;2;4
220070;Anísio de Abreu;8;-;8
220080;Antônio Almeida;1;6;7
220090;Aroazes;-;2;2
220095;Aroeiras do Itaim;-;-;-
220100;Arraial;-;2;2
220105;Assunção do Piauí;-;-;-
220110;Avelino Lopes;1;54;55
220115;Baixa Grande do Ribeiro;6;4;10
220117;Barra D'Alcântara;1;-;1
220120;Barras;-;2;2
220130;Barreiras do Piauí;-;-;-
220140;Barro Duro;-;-;-
220150;Batalha;-;4;4
220155;Bela Vista do Piauí;13;3;16
220157;Belém do Piauí;-;14;14
220160;Beneditinos;20;14;34
220170;Bertolínia;-;20;20
220173;Betânia do Piauí;-;8;8
220177;Boa Hora;9;-;9
220180;Bocaina;1;13;14
220190;Bom Jesus;14;209;223
220191;Bom Princípio do Piauí;-;40;40
220192;Bonfim do Piauí;1;-;1
220194;Boqueirão do Piauí;1;-;1
220196;Brasileira;-;-;-
220198;Brejo do Piauí;-;12;12
220200;Buriti dos Lopes;1;4;5
220202;Buriti dos Montes;-;55;55
220205;Cabeceiras do Piauí;-;2;2
220207;Cajazeiras do Piauí;-;-;-
220208;Cajueiro da Praia;2;-;2
220209;Caldeirão Grande do Piauí;-;1;1
220210;Campinas do Piauí;77;-;77
220211;Campo Alegre do Fidalgo;-;8;8
220213;Campo Grande do Piauí;-;11;11
220217;Campo Largo do Piauí;3;-;3
220220;Campo Maior;-;8;8
220225;Canavieira;-;-;-
220230;Canto do Buriti;3;50;53
220240;Capitão de Campos;3;3;6
220245;Capitão Gervásio Oliveira;-;-;-
220250;Caracol;-;49;49
220253;Caraúbas do Piauí;-;25;25
220255;Caridade do Piauí;-;-;-
220260;Castelo do Piauí;3;31;34
220265;Caxingó;-;-;-
220270;Cocal;-;-;-
220271;Cocal de Telha;-;-;-
220272;Cocal dos Alves;-;4;4
220273;Coivaras;2;5;7
220275;Colônia do Gurguéia;-;12;12
220277;Colônia do Piauí;-;3;3
220280;Conceição do Canindé;-;-;-
220285;Coronel José Dias;-;20;20
220290;Corrente;-;23;23
220300;Cristalândia do Piauí;-;1;1
220310;Cristino Castro;-;42;42
220320;Curimatá;36;96;132
220323;Currais;-;-;-
220327;Curral Novo do Piauí;-;7;7
220325;Curralinhos;-;-;-
220330;Demerval Lobão;-;2;2
220335;Dirceu Arcoverde;-;3;3
220340;Dom Expedito Lopes;-;18;18
220345;Dom Inocêncio;10;11;21
220342;Domingos Mourão;1;2;3
220350;Elesbão Veloso;6;1;7
220360;Eliseu Martins;-;31;31
220370;Esperantina;3;3;6
220375;Fartura do Piauí;-;-;-
220380;Flores do Piauí;-;8;8
220385;Floresta do Piauí;-;-;-
220390;Floriano;4;43;47
220400;Francinópolis;-;-;-
220410;Francisco Ayres;-;2;2
220415;Francisco Macedo;-;4;4
220420;Francisco Santos;-;-;-
220430;Fronteiras;-;2;2
220435;Geminiano;-;33;33
220440;Gilbués;2;9;11
220450;Guadalupe;-;40;40
220455;Guaribas;-;-;-
220460;Hugo Napoleão;-;2;2
220465;Ilha Grande;-;-;-
220470;Inhuma;-;-;-
220480;Ipiranga do Piauí;1;-;1
220490;Isaías Coelho;1;15;16
220500;Itainópolis;12;53;65
220510;Itaueira;-;-;-
220515;Jacobina do Piauí;-;-;-
220520;Jaicós;8;112;120
220525;Jardim do Mulato;-;2;2
220527;Jatobá do Piauí;-;-;-
220530;Jerumenha;-;-;-
220535;João Costa;-;2;2
220540;Joaquim Pires;-;-;-
220545;Joca Marques;-;3;3
220550;José de Freitas;-;4;4
220551;Juazeiro do Piauí;2;-;2
220552;Júlio Borges;14;36;50
220553;Jurema;77;12;89
220555;Lagoa Alegre;1;-;1
220557;Lagoa de São Francisco;2;4;6
220556;Lagoa do Barro do Piauí;-;1;1
220558;Lagoa do Piauí;-;2;2
220559;Lagoa do Sítio;-;-;-
220554;Lagoinha do Piauí;1;1;2
220560;Landri Sales;-;-;-
220570;Luís Correia;-;26;26
220580;Luzilândia;-;1;1
220585;Madeiro;-;1;1
220590;Manoel Emídio;-;20;20
220595;Marcolândia;-;-;-
220600;Marcos Parente;-;1;1
220605;Massapê do Piauí;-;12;12
220610;Matias Olímpio;2;-;2
220620;Miguel Alves;1;-;1
